Empresa;Agência;Modalidade;Estoque;Cliente;Asset;Emissão;Código;Taxa(%);;Custódia;Swap;PU;Qtde;Vlr. Ida;Vlr.Curva;Vlr.Vencto;Vlr.IRF;Vlr.IOF;Vlr.Líquido;Vencto;Índice(%);Código ISIN;Cond. Resgate;Data Liquidez
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065084 - 1000000;000013242 - AGORA CTVM S A;;18/08/2022;"=""CDB322G4SBZ""";0,0000;SOVE;CETIP21;N;1.101,186549;142,00;142.000,00;156.368,49;156.368,49;0,00;0,00;156.368,49;19/08/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065119 - 1000000;000013242 - AGORA CTVM S A;;02/09/2022;"=""CDB322KKV56""";0,0000;SOVE;CETIP21;N;1.094,258680;250,00;250.000,00;273.564,67;273.564,67;0,00;0,00;273.564,67;02/09/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064989 - 1000000;000013242 - AGORA CTVM S A;;14/07/2022;"=""CDB3225ACP7""";0,0000;SOVE;CETIP21;N;1.117,855000;10,00;10.000,00;11.178,55;11.178,55;0,00;0,00;11.178,55;14/07/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064994 - 1000000;000013242 - AGORA CTVM S A;;15/07/2022;"=""CDB3225NO0D""";0,0000;SOVE;CETIP21;N;1.116,145429;35,00;35.000,00;39.065,09;39.065,09;0,00;0,00;39.065,09;15/07/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064996 - 1000000;000013242 - AGORA CTVM S A;;18/07/2022;"=""CDB32260ICN""";0,0000;SOVE;CETIP21;N;1.116,606000;5,00;5.000,00;5.583,03;5.583,03;0,00;0,00;5.583,03;18/07/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064999 - 1000000;000013242 - AGORA CTVM S A;;19/07/2022;"=""CDB3226GX4R""";0,0000;SOVE;CETIP21;N;1.114,908000;5,00;5.000,00;5.574,54;5.574,54;0,00;0,00;5.574,54;19/07/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064900 - 1000000;000013242 - AGORA CTVM S A;;10/06/2022;"=""CDB222MWUO5""";0,0000;SOVE;CETIP21;N;1.126,077846;65,00;65.000,00;73.195,06;73.195,06;0,00;0,00;73.195,06;12/06/2023;109,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064930 - 1000000;000013242 - AGORA CTVM S A;;24/06/2022;"=""CDB222QSX59""";0,0000;SOVE;CETIP21;N;1.125,458400;25,00;25.000,00;28.136,46;28.136,46;0,00;0,00;28.136,46;24/06/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064935 - 1000000;000013242 - AGORA CTVM S A;;28/06/2022;"=""CDB222RHWWP""";0,0000;SOVE;CETIP21;N;1.125,376000;5,00;5.000,00;5.626,88;5.626,88;0,00;0,00;5.626,88;30/06/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064720 - 1000000;000013242 - AGORA CTVM S A;;27/04/2022;"=""CDB2227LGTE""";0,0000;SOVE;CETIP21;N;1.151,638000;5,00;5.000,00;5.758,19;5.758,19;0,00;0,00;5.758,19;28/04/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064725 - 1000000;000013242 - AGORA CTVM S A;;28/04/2022;"=""CDB2227XCPU""";0,0000;SOVE;CETIP21;N;1.146,813067;75,00;75.000,00;86.010,98;86.010,98;0,00;0,00;86.010,98;27/10/2023;111,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064693 - 1000000;000013242 - AGORA CTVM S A;;18/04/2022;"=""CDB22253GTS""";0,0000;SOVE;CETIP21;N;1.155,089000;30,00;30.000,00;34.652,67;34.652,67;0,00;0,00;34.652,67;15/04/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064703 - 1000000;000013242 - AGORA CTVM S A;;20/04/2022;"=""CDB22260BCN""";0,0000;SOVE;CETIP21;N;1.152,490000;10,00;10.000,00;11.524,90;11.524,90;0,00;0,00;11.524,90;19/04/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064615 - 1000000;000013242 - AGORA CTVM S A;;10/03/2022;"=""CDB122HEYAQ""";0,0000;SOVE;CETIP21;N;1.165,901351;37,00;37.000,00;43.138,35;43.138,35;0,00;0,00;43.138,35;11/03/2024;111,50;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064622 - 1000000;000013242 - AGORA CTVM S A;;15/03/2022;"=""CDB122IIUTH""";0,0000;SOVE;CETIP21;N;1.164,335556;9,00;9.000,00;10.479,02;10.479,02;0,00;0,00;10.479,02;14/03/2024;111,50;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064779 - 1000000;000013242 - AGORA CTVM S A;;10/05/2022;"=""CDB222CDFDH""";0,0000;SOVE;CETIP21;N;1.142,233500;20,00;20.000,00;22.844,67;22.844,67;0,00;0,00;22.844,67;08/11/2023;111,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064783 - 1000000;000013242 - AGORA CTVM S A;;11/05/2022;"=""CDB222CVCLY""";0,0000;SOVE;CETIP21;N;1.145,728091;220,00;220.000,00;252.060,18;252.060,18;0,00;0,00;252.060,18;12/05/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064808 - 1000000;000013242 - AGORA CTVM S A;;16/05/2022;"=""CDB222E1LG8""";0,0000;SOVE;CETIP21;N;1.137,155102;98,00;98.000,00;111.441,20;111.441,20;0,00;0,00;111.441,20;16/05/2023;109,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064810 - 1000000;000013242 - AGORA CTVM S A;;17/05/2022;"=""CDB222EITXI""";0,0000;SOVE;CETIP21;N;1.143,260000;5,00;5.000,00;5.716,30;5.716,30;0,00;0,00;5.716,30;19/05/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064821 - 1000000;000013242 - AGORA CTVM S A;;19/05/2022;"=""CDB222FB5Y8""";0,0000;SOVE;CETIP21;N;1.135,398889;18,00;18.000,00;20.437,18;20.437,18;0,00;0,00;20.437,18;19/05/2023;109,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064835 - 1000000;000013242 - AGORA CTVM S A;;24/05/2022;"=""CDB222GCQVV""";0,0000;SOVE;CETIP21;N;1.140,185000;10,00;10.000,00;11.401,85;11.401,85;0,00;0,00;11.401,85;26/05/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064866 - 1000000;000013242 - AGORA CTVM S A;;01/06/2022;"=""CDB222ISBQC""";0,0000;SOVE;CETIP21;N;1.130,146364;110,00;110.000,00;124.316,10;124.316,10;0,00;0,00;124.316,10;01/06/2023;109,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064873 - 1000000;000013242 - AGORA CTVM S A;;03/06/2022;"=""CDB222K3I93""";0,0000;SOVE;CETIP21;N;1.135,280909;22,00;22.000,00;24.976,18;24.976,18;0,00;0,00;24.976,18;03/06/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064895 - 1000000;000013242 - AGORA CTVM S A;;09/06/2022;"=""CDB222MI45S""";0,0000;SOVE;CETIP21;N;1.131,598000;5,00;5.000,00;5.657,99;5.657,99;0,00;0,00;5.657,99;10/06/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064899 - 1000000;000013242 - AGORA CTVM S A;;10/06/2022;"=""CDB222MWUO7""";0,0000;SOVE;CETIP21;N;1.128,532000;5,00;5.000,00;5.642,66;5.642,66;0,00;0,00;5.642,66;11/12/2023;111,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064921 - 1000000;000013242 - AGORA CTVM S A;;21/06/2022;"=""CDB222PKI9D""";0,0000;SOVE;CETIP21;N;1.128,526598;291,00;291.000,00;328.401,24;328.401,24;0,00;0,00;328.401,24;23/06/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064936 - 1000000;000013242 - AGORA CTVM S A;;28/06/2022;"=""CDB222RHWWT""";0,0000;SOVE;CETIP21;N;1.124,212407;108,00;108.000,00;121.414,94;121.414,94;0,00;0,00;121.414,94;28/06/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064958 - 1000000;000013242 - AGORA CTVM S A;;04/07/2022;"=""CDB32214SSC""";0,0000;SOVE;CETIP21;N;1.117,173333;18,00;18.000,00;20.109,12;20.109,12;0,00;0,00;20.109,12;04/07/2023;109,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064604 - 1000000;000013242 - AGORA CTVM S A;;02/03/2022;"=""CDB122E1X17""";0,0000;SOVE;CETIP21;N;1.169,037692;13,00;13.000,00;15.197,49;15.197,49;0,00;0,00;15.197,49;27/02/2024;111,50;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064967 - 1000000;000013242 - AGORA CTVM S A;;06/07/2022;"=""CDB3222ES8H""";0,0000;SOVE;CETIP21;N;1.115,980000;5,00;5.000,00;5.579,90;5.579,90;0,00;0,00;5.579,90;06/07/2023;109,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064969 - 1000000;000013242 - AGORA CTVM S A;;07/07/2022;"=""CDB32230VC2""";0,0000;SOVE;CETIP21;N;1.119,861333;15,00;15.000,00;16.797,92;16.797,92;0,00;0,00;16.797,92;08/07/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064982 - 1000000;000013242 - AGORA CTVM S A;;12/07/2022;"=""CDB3224GALW""";0,0000;SOVE;CETIP21;N;1.119,104000;5,00;5.000,00;5.595,52;5.595,52;0,00;0,00;5.595,52;14/07/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064992 - 1000000;000013242 - AGORA CTVM S A;;14/07/2022;"=""CDB3225ACP6""";0,0000;SOVE;CETIP21;N;1.112,407000;10,00;10.000,00;11.124,07;11.124,07;0,00;0,00;11.124,07;14/07/2023;109,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064997 - 1000000;000013242 - AGORA CTVM S A;;18/07/2022;"=""CDB32260ICO""";0,0000;SOVE;CETIP21;N;1.115,527200;25,00;25.000,00;27.888,18;27.888,18;0,00;0,00;27.888,18;18/07/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065011 - 1000000;000013242 - AGORA CTVM S A;;22/07/2022;"=""CDB3227JZJC""";0,0000;SOVE;CETIP21;N;1.110,950577;52,00;52.000,00;57.769,43;57.769,43;0,00;0,00;57.769,43;22/01/2024;111,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065021 - 1000000;000013242 - AGORA CTVM S A;;26/07/2022;"=""CDB32289MT6""";0,0000;SOVE;CETIP21;N;1.107,662667;60,00;60.000,00;66.459,76;66.459,76;0,00;0,00;66.459,76;26/07/2023;109,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065030 - 1000000;000013242 - AGORA CTVM S A;;01/08/2022;"=""CDB3229SYTU""";0,0000;SOVE;CETIP21;N;1.109,364687;32,00;32.000,00;35.499,67;35.499,67;0,00;0,00;35.499,67;01/08/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065054 - 1000000;000013242 - AGORA CTVM S A;;09/08/2022;"=""CDB322D92SC""";0,0000;SOVE;CETIP21;N;1.106,600484;62,00;62.000,00;68.609,23;68.609,23;0,00;0,00;68.609,23;11/08/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065058 - 1000000;000013242 - AGORA CTVM S A;;10/08/2022;"=""CDB322DQ9KG""";0,0000;SOVE;CETIP21;N;1.104,983684;38,00;38.000,00;41.989,38;41.989,38;0,00;0,00;41.989,38;12/08/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065069 - 1000000;000013242 - AGORA CTVM S A;;15/08/2022;"=""CDB322EWR0R""";0,0000;SOVE;CETIP21;N;1.103,083467;75,00;75.000,00;82.731,26;82.731,26;0,00;0,00;82.731,26;15/08/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065098 - 1000000;000013242 - AGORA CTVM S A;;24/08/2022;"=""CDB322HFRFA""";0,0000;SOVE;CETIP21;N;1.098,662000;10,00;10.000,00;10.986,62;10.986,62;0,00;0,00;10.986,62;26/08/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065143 - 1000000;000013242 - AGORA CTVM S A;;13/09/2022;"=""CDB322O01SI""";0,0000;SOVE;CETIP21;N;1.090,498000;5,00;5.000,00;5.452,49;5.452,49;0,00;0,00;5.452,49;13/09/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065145 - 1000000;000013242 - AGORA CTVM S A;;13/09/2022;"=""CDB322O01SH""";0,0000;SOVE;CETIP21;N;1.091,334000;10,00;10.000,00;10.913,34;10.913,34;0,00;0,00;10.913,34;15/09/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065156 - 1000000;000013242 - AGORA CTVM S A;;20/09/2022;"=""CDB322Q4OFA""";0,0000;SOVE;CETIP21;N;1.088,180523;153,00;153.000,00;166.491,62;166.491,62;0,00;0,00;166.491,62;22/09/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065160 - 1000000;000013242 - AGORA CTVM S A;;21/09/2022;"=""CDB322QJODQ""";0,0000;SOVE;CETIP21;N;1.086,750700;100,00;100.000,00;108.675,07;108.675,07;0,00;0,00;108.675,07;23/09/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065181 - 1000000;000013242 - AGORA CTVM S A;;27/09/2022;"=""CDB322S1IGI""";0,0000;SOVE;CETIP21;N;1.084,259524;105,00;105.000,00;113.847,25;113.847,25;0,00;0,00;113.847,25;27/03/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065199 - 1000000;000013242 - AGORA CTVM S A;;03/10/2022;"=""CDB4220FTC3""";0,0000;SOVE;CETIP21;N;1.082,526400;25,00;25.000,00;27.063,16;27.063,16;0,00;0,00;27.063,16;03/10/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065207 - 1000000;000013242 - AGORA CTVM S A;;04/10/2022;"=""CDB42215ENA""";0,0000;SOVE;CETIP21;N;1.081,900168;238,00;238.000,00;257.492,24;257.492,24;0,00;0,00;257.492,24;04/10/2024;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065209 - 1000000;000013242 - AGORA CTVM S A;;04/10/2022;"=""CDB42215EN8""";0,0000;SOVE;CETIP21;N;1.079,661901;142,00;142.000,00;153.311,99;153.311,99;0,00;0,00;153.311,99;04/10/2023;111,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065277 - 1000000;000013242 - AGORA CTVM S A;;25/10/2022;"=""CDB4227UV7X""";0,0000;SOVE;CETIP21;N;1.072,504000;50,00;50.000,00;53.625,20;53.625,20;0,00;0,00;53.625,20;25/04/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065280 - 1000000;000013242 - AGORA CTVM S A;;26/10/2022;"=""CDB42289DA9""";0,0000;SOVE;CETIP21;N;1.072,546000;5,00;5.000,00;5.362,73;5.362,73;0,00;0,00;5.362,73;27/10/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065288 - 1000000;000013242 - AGORA CTVM S A;;27/10/2022;"=""CDB4228O5JX""";0,0000;SOVE;CETIP21;N;1.071,926000;5,00;5.000,00;5.359,63;5.359,63;0,00;0,00;5.359,63;27/10/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065300 - 1000000;000013242 - AGORA CTVM S A;;31/10/2022;"=""CDB4229GC73""";0,0000;SOVE;CETIP21;N;1.069,404905;681,00;681.000,00;728.264,74;728.264,74;0,00;0,00;728.264,74;31/10/2023;112,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065330 - 1000000;000013242 - AGORA CTVM S A;;08/11/2022;"=""CDB422CKFJH""";0,0000;SOVE;CETIP21;N;1.066,368519;81,00;81.000,00;86.375,85;86.375,85;0,00;0,00;86.375,85;08/11/2023;112,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065331 - 1000000;000013242 - AGORA CTVM S A;;08/11/2022;"=""CDB422CKFJI""";0,0000;SOVE;CETIP21;N;1.062,704923;260,00;260.000,00;276.303,28;276.303,28;0,00;0,00;276.303,28;08/05/2023;106,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065352 - 1000000;000013242 - AGORA CTVM S A;;14/11/2022;"=""CDB422EJ5TH""";0,0000;SOVE;CETIP21;N;1.065,123462;26,00;26.000,00;27.693,21;27.693,21;0,00;0,00;27.693,21;14/11/2024;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065354 - 1000000;000013242 - AGORA CTVM S A;;14/11/2022;"=""CDB422EJ5TJ""";0,0000;SOVE;CETIP21;N;1.063,945707;184,00;184.000,00;195.766,01;195.766,01;0,00;0,00;195.766,01;14/11/2023;112,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065364 - 1000000;000013242 - AGORA CTVM S A;;16/11/2022;"=""CDB422F0D9L""";0,0000;SOVE;CETIP21;N;1.064,507000;10,00;10.000,00;10.645,07;10.645,07;0,00;0,00;10.645,07;18/11/2024;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065115 - 1000000;000013242 - AGORA CTVM S A;;01/09/2022;"=""CDB322JW5WC""";0,0000;SOVE;CETIP21;N;1.091,378000;5,00;5.000,00;5.456,89;5.456,89;0,00;0,00;5.456,89;01/09/2023;109,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065379 - 1000000;000013242 - AGORA CTVM S A;;17/11/2022;"=""CDB422FJAF6""";0,0000;SOVE;CETIP21;N;1.065,626190;105,00;105.000,00;111.890,75;111.890,75;0,00;0,00;111.890,75;18/11/2024;117,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065442 - 1000000;000013242 - AGORA CTVM S A;;28/11/2022;"=""CDB422IFWU3""";0,0000;SOVE;CETIP21;N;1.055,295373;67,00;67.000,00;70.704,79;70.704,79;0,00;0,00;70.704,79;29/05/2023;106,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065449 - 1000000;000013242 - AGORA CTVM S A;;29/11/2022;"=""CDB422IU4E5""";0,0000;SOVE;CETIP21;N;1.060,573981;216,00;216.000,00;229.083,98;229.083,98;0,00;0,00;229.083,98;29/11/2024;117,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065468 - 1000000;000013242 - AGORA CTVM S A;;01/12/2022;"=""CDB422JS931""";0,0000;SOVE;CETIP21;N;1.057,751000;30,00;30.000,00;31.732,53;31.732,53;0,00;0,00;31.732,53;01/12/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065583 - 1000000;000013242 - AGORA CTVM S A;;08/12/2022;"=""CDB422NC82E""";0,0000;SOVE;CETIP21;N;1.055,187012;810,00;810.000,00;854.701,48;854.701,48;0,00;0,00;854.701,48;08/12/2023;115,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065666 - 1000000;000013242 - AGORA CTVM S A;;14/12/2022;"=""CDB422P6ODJ""";0,0000;SOVE;CETIP21;N;1.051,315684;190,00;190.000,00;199.749,98;199.749,98;0,00;0,00;199.749,98;14/12/2023;112,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065667 - 1000000;000013242 - AGORA CTVM S A;;14/12/2022;"=""CDB422P6ODK""";0,0000;SOVE;CETIP21;N;1.052,725417;120,00;120.000,00;126.327,05;126.327,05;0,00;0,00;126.327,05;14/12/2023;115,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065740 - 1000000;000013242 - AGORA CTVM S A;;22/12/2022;"=""CDB422SGNP8""";0,0000;SOVE;CETIP21;N;1.047,080791;139,00;139.000,00;145.544,23;145.544,23;0,00;0,00;145.544,23;25/06/2024;110,50;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065797 - 1000000;000013242 - AGORA CTVM S A;;29/12/2022;"=""CDB422UUWIL""";0,0000;SOVE;CETIP21;N;1.044,555556;9,00;9.000,00;9.401,00;9.401,00;0,00;0,00;9.401,00;02/01/2025;111,50;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065859 - 1000000;000013242 - AGORA CTVM S A;;11/01/2023;"=""CDB1233K96J""";0,0000;SOVE;CETIP21;N;1.037,812000;5,00;5.000,00;5.189,06;5.189,06;0,00;0,00;5.189,06;12/01/2024;107,50;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065866 - 1000000;000013242 - AGORA CTVM S A;;13/01/2023;"=""CDB1234ERTB""";0,0000;SOVE;CETIP21;N;1.037,897000;10,00;10.000,00;10.378,97;10.378,97;0,00;0,00;10.378,97;14/01/2026;111,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065868 - 1000000;000013242 - AGORA CTVM S A;;13/01/2023;"=""CDB1234ERTA""";0,0000;SOVE;CETIP21;N;1.037,202000;5,00;5.000,00;5.186,01;5.186,01;0,00;0,00;5.186,01;15/07/2024;109,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065874 - 1000000;000013242 - AGORA CTVM S A;;16/01/2023;"=""CDB1234T3WT""";0,0000;SOVE;CETIP21;N;1.036,115000;20,00;20.000,00;20.722,30;20.722,30;0,00;0,00;20.722,30;17/01/2024;107,50;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065897 - 1000000;000013242 - AGORA CTVM S A;;19/01/2023;"=""CDB12367DCQ""";0,0000;SOVE;CETIP21;N;1.035,234103;39,00;39.000,00;40.374,13;40.374,13;0,00;0,00;40.374,13;21/01/2025;110,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065914 - 1000000;000013242 - AGORA CTVM S A;;23/01/2023;"=""CDB1236YXC8""";0,0000;SOVE;CETIP21;N;1.033,291250;40,00;40.000,00;41.331,65;41.331,65;0,00;0,00;41.331,65;23/01/2024;107,50;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065928 - 1000000;000013242 - AGORA CTVM S A;;25/01/2023;"=""CDB1237TYM0""";0,0000;SOVE;CETIP21;N;1.033,228000;5,00;5.000,00;5.166,14;5.166,14;0,00;0,00;5.166,14;27/01/2026;111,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065992 - 1000000;000013242 - AGORA CTVM S A;;03/02/2023;"=""CDB123BD5PS""";0,0000;SOVE;CETIP21;N;1.029,160000;15,00;15.000,00;15.437,40;15.437,40;0,00;0,00;15.437,40;04/02/2026;111,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065998 - 1000000;000013242 - AGORA CTVM S A;;03/02/2023;"=""CDB123BD5PV""";0,0000;SOVE;CETIP21;N;1.026,764762;21,00;21.000,00;21.562,06;21.562,06;0,00;0,00;21.562,06;04/08/2023;102,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000066013 - 1000000;000013242 - AGORA CTVM S A;;07/02/2023;"=""CDB123CG2H2""";0,0000;SOVE;CETIP21;N;1.027,106000;10,00;10.000,00;10.271,06;10.271,06;0,00;0,00;10.271,06;08/02/2024;107,50;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000066036 - 1000000;000013242 - AGORA CTVM S A;;10/02/2023;"=""CDB123E3JRD""";0,0000;SOVE;CETIP21;N;1.023,870000;7,00;7.000,00;7.167,09;7.167,09;0,00;0,00;7.167,09;11/08/2023;101,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000066041 - 1000000;000013242 - AGORA CTVM S A;;14/02/2023;"=""CDB123EZFQE""";0,0000;SOVE;CETIP21;N;1.024,421154;52,00;52.000,00;53.269,90;53.269,90;0,00;0,00;53.269,90;17/02/2025;108,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000066060 - 1000000;000013242 - AGORA CTVM S A;;23/02/2023;"=""CDB123H9NFM""";0,0000;SOVE;CETIP21;N;1.021,818500;60,00;60.000,00;61.309,11;61.309,11;0,00;0,00;61.309,11;25/02/2026;109,00;"=""""";N;
